ClassIdx,ClassName,Mean,Std,Threshold,Samples
95,Cepphis advenaria,7.578883806864421,1.676631169847868,3.39,6
96,Ceramica pisi,7.521661758422852,0.1700601577758789,7.1,2
97,Cerapteryx graminis,11.821787318138227,1.8349538122544435,7.23,73
98,Cerastis rubricosa,8.109613835811615,1.1791239910076248,5.16,24
99,Cerura vinula,9.197988033294678,0.7295965348413931,7.37,31
100,Charanyca trigrammica,9.486664958622145,1.4129806023365883,5.95,23
101,Chesias legatella,12.00038817122176,1.463936771975255,8.34,37
102,Chiasmia clathrata,9.278877058395972,1.1442320194488207,6.42,260
103,Chilo phragmitella,9.061040852520916,2.3468400026982246,3.19,37
104,Chlorissa viridata,8.079771677652994,1.537484423407743,4.24,3
105,Chloroclysta siterata,11.452972383084505,2.2422981598370533,5.85,115
106,Chloroclysta truncata,12.232187003624148,2.221350134753972,6.68,164
107,Chloroclystis v-ata,13.771269003550211,2.352213215295171,7.89,99
108,Chortodes elymi,12.876285711924234,1.5126568540025678,9.09,12
109,Chortodes fluxa,7.375400185585022,1.3758276913634704,3.94,8
110,Chrysoteuchia culmella,8.642684854366896,0.9552489688185426,6.25,3983
111,Cidaria fulvata,9.302913029988607,1.0408394559563896,6.7,3
112,Cilix glaucata,13.591094153267997,1.7704311922585152,9.17,49
113,Cirrhia icteritia,8.120213826497396,0.6094290272226359,6.6,3
114,Cleorodes lichenaria,11.741638666245995,1.6166962281120147,7.7,246
115,Clepsis spectrana,12.130212863286337,1.8943074759367664,7.39,12
116,Clostera anachoreta,7.21807861328125,0.0,7.22,1
117,Clostera curtula,6.639655573027475,1.611630819971999,2.61,14
118,Clostera pigra,10.448275542259216,1.1009261727191721,7.7,20
119,Coenobia rufa,8.261981964111328,0.0,8.26,1
120,Coenophila subrosea,6.04963618516922,0.9489008389963373,3.68,8
121,Colocasia coryli,9.80031600924275,1.6122023149321087,5.77,479
122,Colostygia pectinataria,9.826943989956018,1.7605997741574635,5.43,33
123,Colotois pennaria,9.316484513282775,1.4380625567151488,5.72,100
124,Comibaena bajularia,9.953443300156366,1.147511537487387,7.08,21
125,Cosmia pyralina,4.875556945800781,0.0,4.88,1
126,Cosmia trapezina,11.215581556384484,2.0836146625779812,6.01,89
127,Cosmorhoe ocellata,12.249744976268095,1.460485039592185,8.6,17
128,Crambus perlella,12.034383481343587,2.447706364948916,5.92,75
129,Craniophora ligustri,12.579594934793343,1.8112397488628733,8.05,133
130,Crocallis elinguaria,8.92048454284668,0.0,8.92,1
131,Cryphia algae,12.053167751857213,1.507490089226937,8.28,42
132,Crypsedra gemmea,11.122737407684326,1.0001874954394185,8.62,60
133,Cybosia mesomella,10.612137829495031,1.5278342908267786,6.79,344
134,Cyclophora albipunctata,10.841141686295018,1.6495200371243488,6.72,33
135,Cyclophora linearia,7.452977736790975,1.2005253769074562,4.45,12
136,Cyclophora punctaria,11.61997726045806,1.5698755371200082,7.7,29
137,Cydia fagiglandana,9.917188167572021,0.4330754280090332,8.83,2
138,Cydia pomonella,8.020648956298828,0.0,8.02,1
139,Cydia splendana,11.001303255558014,2.0685741964176643,5.83,8
140,Cymolomia hartigiana,8.795073509216309,0.0,8.8,1
141,Deilephila elpenor,10.681091788765434,1.6348382525323353,6.59,143
142,Deltote bankiana,9.877669395885402,1.4654009642684818,6.21,287
143,Deltote pygarga,8.995163450830399,0.9747875024578956,6.56,2743
144,Deltote uncula,11.33604573779636,0.9049345368424714,9.07,225
145,Denticucullus pygmina,9.072895050048828,0.0,9.07,1
146,Diachrysia chrysitis,7.970360972664573,1.4538317832398284,4.34,44
147,Diachrysia stenochrysis,11.56800972973859,0.9835552407879906,9.11,27
148,Diacrisia sannio,10.967454912987622,1.6403687666614282,6.87,176
149,Diaphora mendica,11.996006706486577,2.620688196797168,5.44,92
150,Diarsia brunnea,5.613465785980225,0.0,5.61,1
151,Diarsia florida,8.350341796875,0.0,8.35,1
152,Diarsia mendica,4.422861576080322,0.0,4.42,1
153,Dicallomera fascelina,11.911597621056341,1.632138223949403,7.83,93
154,Dichomeris marginella,8.32780647277832,0.0,8.33,1
155,Dichonia aprilina,8.091853141784668,0.0,8.09,1
156,Diloba caeruleocephala,10.263931073640522,1.0959841345772234,7.52,19
157,Discestra trifolii,8.674352169036865,0.565065723094389,7.26,3
158,Donacaula mucronella,8.310466289520264,0.6089837156007138,6.79,6
159,Drepana curvatula,10.231885566976334,2.018605401068232,5.19,180
160,Drepana falcataria,9.95758942888494,1.6477323931555146,5.84,285
161,Drymonia dodonaea,10.47410519917806,1.33142583511969,7.15,3
162,Drymonia ruficornis,8.591930253165108,0.5644388306442883,7.18,7
163,Dypterygia scabriuscula,10.918568134307861,0.2202000617980957,10.37,2
164,Dysstroma truncata,11.44799336143162,1.697408176338569,7.2,46
165,Earias clorana,12.640353202819824,1.5958690544185763,8.65,31
166,Ecliptopera capitata,9.346017122268677,0.6680413395165711,7.68,4
167,Ecliptopera silaceata,9.611082153457204,1.2931162146447,6.38,418
168,Ectropis crepuscularia,10.10821267015143,1.5925068526939057,6.13,431
169,Eilema complana,9.301399573789652,1.0013115393759726,6.8,1829
170,Eilema depressa,11.752305363997435,1.7328228847430418,7.42,156
171,Eilema griseola,10.103252533210123,1.196412183466026,7.11,881
172,Eilema lurideola,9.574996036152507,1.302839409284212,6.32,688
173,Eilema lutarella,9.725466825030177,1.2287648439522716,6.65,985
174,Eilema pygmaeola,6.718912124633789,0.0,6.72,1
175,Eilema sororcula,11.864259264685892,1.5595953736384212,7.97,88
176,Electrophaes corylata,12.586961059009328,2.2353359778191,7.0,34
177,Elophila nymphaeata,10.6424483553223,2.078909714724514,5.45,92
178,Ematurga atomaria,6.886916001637776,0.6511404296703773,5.26,3
179,Enargia paleacea,8.273215770721436,0.36959314346313477,7.35,2
180,Endothenia quadrimaculana,8.512002944946289,0.0,8.51,1
181,Endotricha flammealis,11.56327907357897,2.025901069920932,6.5,140
182,Ennomos alniaria,9.235282157449161,1.2473137638083867,6.12,255
183,Ennomos erosaria,10.513024457295735,1.0506623913762945,7.89,15
184,Ennomos fuscantaria,11.070296148652012,1.7268967846184229,6.75,103
185,Epiblema foenella,11.656991958618164,1.570198882160768,7.73,28
186,Epione vespertaria,10.48149045308431,0.5787474675469142,9.03,6
187,Epirrhoe alternata,10.869638079688663,1.4724762675204115,7.19,336
188,Epirrhoe rivata,10.217558262394924,0.9138755884047195,7.93,51
189,Epirrhoe tristata,11.529836167229547,1.9085877454515368,6.76,45
190,Erannis defoliaria,10.339595135859245,1.6538734793603294,6.2,207
191,Eremobia ochroleuca,8.197239816188812,1.6314571168343317,4.12,16
192,Ethmia bipunctella,13.357339000701904,1.053734253745146,10.72,10
193,Ethmia quadrillella,12.1147395194845,1.6484209918039476,7.99,47
194,Euchoeca nebulata,10.414037526493342,1.9165076633500957,5.62,142
195,Eucosma campoliliana,10.730711374171944,1.0589748241358357,8.08,172
196,Eucosma cana,10.598095673781176,1.435536252825359,7.01,26
197,Eugnorisma glareosa,6.423981666564941,0.0,6.42,1
198,Eulia ministrana,9.469773292541504,0.0,9.47,1
199,Eulithis mellinata,8.085602164268494,0.2939073156508812,7.35,4
200,Eulithis prunata,12.119943618774414,0.3255122902444992,11.31,4
201,Eulithis testata,7.416695518696562,2.713307798713128,0.63,47
202,Euphyia biangulata,11.458555112566266,2.0131568495131296,6.43,35
203,Euphyia unangulata,10.073324135371617,1.302033915810677,6.82,14
204,Eupithecia absinthiata,7.9734273965542135,1.0551207315420812,5.34,52
205,Eupithecia assimilata,7.617154216766357,0.7664798276375309,5.7,5
206,Eupithecia centaureata,11.160699226685214,1.375062769529921,7.72,237
207,Eupithecia denotata,6.612346649169922,0.0,6.61,1
208,Eupithecia exiguata,9.87552367316352,1.0396496058744646,7.28,9
209,Eupithecia icterata,12.296304159386214,1.9514720757845403,7.42,172
210,Eupithecia indigata,7.978363800048828,1.0286666286104964,5.41,5
211,Eupithecia innotata,9.747329711914062,1.0192861557006836,7.2,2
212,Eupithecia inturbata,8.069135546684265,1.0282462617561556,5.5,4
213,Eupithecia lanceata,9.869756698608398,0.5236454010009766,8.56,2
214,Eupithecia linariata,12.683143353929706,1.4165345653798562,9.14,51
215,Eupithecia nanata,10.833879277608652,1.105840021172818,8.07,269
216,Eupithecia pimpinellata,8.49203872680664,0.0,8.49,1
217,Eupithecia pusillata,9.38272111973864,1.2691107387557254,6.21,94
218,Eupithecia satyrata,9.224195957183838,1.6322981348697696,5.14,12
219,Eupithecia subfuscata,8.150578180948893,1.0066610734520185,5.63,3
220,Eupithecia subumbrata,11.136417304768282,1.352194177022865,7.76,34
221,Eupithecia succenturiata,10.091425365871853,1.3711106975646306,6.66,9
222,Eupithecia tantillaria,9.488780248732795,1.28187273230054,6.28,21
223,Eupithecia tenuiata,9.748921394348145,0.0,9.75,1
224,Eupithecia virgaureata,7.518239974975586,0.37762419495293414,6.57,3
225,Eupithecia vulgata,8.198147296905518,0.46163973530728175,7.04,4
226,Euproctis similis,10.560886061776168,1.0554455860999121,7.92,469
227,Eupsilia transversa,7.812935965401786,1.8532625317465856,3.18,7
228,Eurois occulta,12.199849128723145,0.0,12.2,1
229,Eurrhypara hortulata,10.780472891671318,1.7355554570548433,6.44,14
230,Euthrix potatoria,9.375869652320599,1.7298676640520172,5.05,174
231,Euxoa cursoria,4.589033126831055,0.0,4.59,1
232,Euxoa tritici,0,4.0,-10.0,0
233,Euzophera pinguis,12.314944587255779,2.500646921173352,6.06,38
234,Evergestis extimalis,11.405569821596146,2.5561457840456976,5.02,16
235,Evergestis forficalis,8.654510021209717,1.9493096080954222,3.78,5
236,Evergestis pallidata,8.844491100311279,0.8928661487950353,6.61,10
237,Falcaria lacertinaria,9.758223187632677,2.1035319047367884,4.5,164
238,Furcula bifida,9.759410333633422,1.5938524855105742,5.77,10
239,Furcula furcula,9.778626322746277,0.6584912921155543,8.13,8
240,Gandaritis pyraliata,11.68369083404541,1.2238581295829019,8.62,5
241,Geometra papilionaria,10.98724136988322,1.0638144381341137,8.33,225
242,Gluphisia crenata,9.291951860700335,1.0339966304024677,6.71,7
243,Gortyna flavago,9.796021461486816,1.2564833568878415,6.65,4
244,Griposia aprilina,10.544277808245491,0.37492114639184,9.61,17
245,Gymnoscelis rufifasciata,10.809097164327449,2.070004378362304,5.63,220
246,Habrosyne pyritoides,4.866801738739014,0.0,4.87,1
247,Hada plebeja,7.383169269561767,0.6178650406498482,5.84,5
248,Harpella forficella,12.11979854106903,1.4916842588498007,8.39,16
249,Hedya salicella,11.75482447942098,0.8744434980967725,9.57,12
250,Heliophobus reticulata,9.219764709472656,0.0,9.22,1
251,Hemithea aestivaria,10.692407429218292,1.0575403208424523,8.05,32
252,Hepialus humuli,10.315403864933895,1.5817917841076476,6.36,13
253,Herminia grisealis,12.293008168538412,0.986432688972769,9.83,9
254,Herminia tarsipennalis,6.53105354309082,0.0,6.53,1
255,Heterogenea asella,11.278331976670485,2.019639642479814,6.23,39
256,Hofmannophila pseudospretella,8.516864395141601,1.0639734673771433,5.86,5
257,Hoplodrina octogenaria,8.235094835883693,1.6870879137314982,4.02,38
258,Hydraecia micacea,7.1537253856658936,1.14470860248568,4.29,4
259,Hydrelia flammeolaria,11.887257263773964,2.312718293120667,6.11,63
260,Hydrelia sylvata,9.400332391262054,2.1302797270323275,4.07,8
261,Hydriomena furcata,10.52980314670725,1.715623768928017,6.24,188
262,Hydriomena impluviata,11.399039591773082,2.0195475680263373,6.35,59
263,Hydriomena ruberata,11.998551368713379,0.6224775314331055,10.44,2
264,Hylaea fasciaria,9.258970714750744,1.5568646004726976,5.37,21
265,Hyles gallii,6.265964349110921,0.11618764631431872,5.98,3
266,Hypena crassalis,8.131929397583008,0.6813161284655269,6.43,6
267,Hypena proboscidalis,9.632947365442911,1.5983425548902581,5.64,495
268,Hypenodes humidalis,11.921971893310547,1.2700007585339412,8.75,5
269,Hypomecis punctinalis,11.690576366175002,1.5918961429042862,7.71,107
270,Hypomecis roboraria,11.335152467091879,2.03897718382709,6.24,45
271,Hypsopygia costalis,6.950889301300049,1.1748715961478577,4.01,5
272,Hypsopygia glaucinalis,9.004838943481445,0.0,9.0,1
273,Idaea aversata,10.926049008827091,1.9116279724145229,6.15,323
274,Idaea biselata,11.241927844374928,2.4514512965393833,5.11,67
275,Idaea dimidiata,7.8833909034729,0.0,7.88,1
276,Idaea emarginata,9.987872004508972,1.5915174020273692,6.01,4
277,Idaea fuscovenosa,9.831283569335938,0.4351530075073242,8.74,2
278,Idaea muricata,8.085610389709473,0.0,8.09,1
279,Idaea straminata,10.251182595888773,1.3768453486542138,6.81,24
280,Idaea sylvestraria,7.384730815887451,0.0,7.38,1
281,Ipimorpha retusa,4.832925796508789,0.0,4.83,1
282,Ipimorpha subtusa,4.957046031951904,0.0,4.96,1
283,Lacanobia oleracea,11.897014538447062,2.0045333618044467,6.89,12
284,Lacanobia splendens,6.118258953094482,0.0,6.12,1
285,Lacanobia suasa,8.9369366645813,1.2302955316482245,5.86,5
286,Lacanobia thalassina,9.26497745513916,1.444336507376318,5.65,3
287,Lampropteryx suffumata,12.47346305847168,0.6233497551326244,10.92,4
288,Laothoe populi,10.246415543648983,1.5995578244075406,6.25,257
289,Lasiocampa quercus,8.15997862815857,1.0159388494199593,5.62,4
290,Lasiocampa trifolii,8.94836617509524,1.2712501655528063,5.77,24
291,Laspeyria flexula,11.53861181302504,2.5629383964200674,5.13,44
292,Lateroligia ophiogramma,8.44236488342285,0.7099907805462459,6.67,5
293,Leucania comma,7.417105197906494,0.15042734146118164,7.04,2
294,Leucoma salicis,15.51934848512922,1.6737669215105029,11.33,28
295,Ligdia adustata,12.607451711382184,0.9359131056089143,10.27,14
296,Lithosia quadra,10.207766383122175,1.8186304356879488,5.66,78
297,Litoligia literosa,6.429018974304199,0.0,6.43,1
298,Lobophora halterata,10.057760545185634,0.944268649471321,7.7,28
299,Lomaspilis marginata,10.624355897162724,0.9894968060831105,8.15,412
300,Lomographa bimaculata,9.82819159825643,1.2881058130165666,6.61,6
301,Longalatedes elymi,4.185513019561768,0.0,4.19,1
302,Loxostege sticticalis,12.12546385788336,1.7167156744743328,7.83,41
303,Luperina testacea,7.190139342577029,1.7216784424573515,2.89,39
304,Lycophotia porphyrea,13.187883603920056,2.187285758292292,7.72,103
305,Lymantria monacha,10.174300239042,2.011642956800087,5.15,216
306,Macaria alternata,4.744641572237015,2.241410113088473,-0.86,4
307,Macaria brunneata,6.946259907313755,1.7064400930712385,2.68,7
308,Macaria liturata,7.7477766867883195,1.9747254184126821,2.81,334
309,Macaria notata,9.973979704082012,2.396554513959227,3.98,160
310,Macaria signaria,6.911443710327148,0.16579437255859375,6.5,2
311,Macaria wauaria,7.470378045682554,1.7975592540594683,2.98,27
312,Macrochilo cribrumalis,8.616828107833863,1.9259963756007028,3.8,10
313,Macrothylacia rubi,11.826990858713787,1.8660908364006563,7.16,45
314,Malacosoma castrensis,8.476499016322787,1.395944862325791,4.99,189
315,Melanchra pisi,8.072500630428916,1.2380596217748316,4.98,19
316,Melanthia procellata,7.9066925048828125,0.0,7.91,1
317,Mesoleuca albicillata,9.561721642812094,1.1419496215745186,6.71,9
318,Mesoligia furuncula,8.119989373467185,2.183693204324948,2.66,22
319,Mesoligia literosa,11.179967641830444,1.1713847160327233,8.25,8
320,Miltochrista miniata,9.85367727556894,1.0645231432606193,7.19,344
321,Mniotype satura,8.510384559631348,0.0,8.51,1
322,Moma alpium,8.996347725391388,1.1990831885749342,6.0,16
323,Myelois circumvoluta,11.443989586830138,1.1676933824588722,8.52,20
324,Mythimna comma,7.740896398370916,0.9976617894686439,5.25,11
325,Mythimna ferrago,6.66516637802124,0.0,6.67,1
326,Mythimna impura,10.319283973338992,1.9571902858498114,5.43,43
327,Mythimna pallens,10.915531820721096,2.642358342565885,4.31,36
328,Mythimna pudorina,8.57888913154602,1.3976314067840576,5.08,2
329,Mythimna straminea,0,4.0,-10.0,0
330,Nascia cilialis,10.142026615142822,1.6786159519551325,5.95,10
331,Noctua comes,7.353275005634014,0.9406565667526186,5.0,13
332,Noctua fimbriata,9.847007716994687,1.8652554654328013,5.18,83
333,Noctua interjecta,7.497212886810303,2.2451577186584473,1.88,2
334,Noctua janthe,8.489890003204346,1.3864637425949367,5.02,30
335,Noctua janthina,9.014909614216197,0.8952802082758601,6.78,22
336,Noctua pronuba,9.121909726107562,2.340846703956458,3.27,135
337,Nola cucullatella,11.488511062803722,1.9627964048633764,6.58,21
338,Nomophila noctuella,9.007481640460444,1.7538613677485002,4.62,51
339,Nothocasis sertata,12.20576035370261,1.762619277102257,7.8,118
340,Notocelia uddmanniana,10.108016559055873,1.3977977342210484,6.61,21
341,Notodonta dromedarius,10.666561703932913,1.443294393852354,7.06,95
342,Notodonta ziczac,11.320052881240844,1.7985043189111034,6.82,75
343,Nycteola revayana,8.302419185638428,0.17193174362182617,7.87,2
344,Nymphula nitidulata,10.7536812675172,1.0836323556540806,8.04,138
345,Ochropacha duplaris,10.275808658000928,1.1651935082955716,7.36,414
346,Ochropleura plecta,10.295224833110023,2.63373025206721,3.71,63
347,Odontopera bidentata,6.926758289337158,0.0,6.93,1
348,Oligia fasciuncula,8.199275732040405,1.564769983291626,4.29,2
349,Oligia strigilis,8.178102493286133,0.0,8.18,1
350,Operophtera brumata,8.102126121520996,0.46776643618951397,6.93,5
351,Operophtera fagata,6.141456484794617,1.8663605365648759,1.48,6
352,Opisthograptis luteolata,8.588248825073242,0.4240831617307765,7.53,5
353,Orgyia antiqua,9.614322049277169,0.8867978150227648,7.4,21
354,Orthonama vittata,4.998315850893657,1.558588523374947,1.1,6
355,Orthosia gothica,8.647591561079025,1.9555233779828267,3.76,16
356,Orthosia incerta,11.005682945251465,0.2661539702986393,10.34,3
357,Ostrinia nubilalis,8.304312427838644,2.4132057265411127,2.27,18
358,Pachycnemia hippocastanaria,10.45309829711914,0.5963946361320088,8.96,5
359,Pammene aurita,10.388325984661396,0.7800874550131127,8.44,13
360,Panolis flammea,9.947953542073568,0.7530147685457337,8.07,3
361,Panthea coenobita,10.4790280250942,1.2958309330790958,7.24,136
362,Paradiarsia glareosa,9.467381477355957,0.0,9.47,1
363,Paramesia gnomana,14.352058342524938,1.8110258253009788,9.82,14
364,Parapoynx stratiotata,9.740212955161745,1.9819614002435018,4.79,731
365,Parascotia fuliginaria,8.694807900322807,0.9759406215416747,6.25,9
366,Parastichtis ypsillon,8.6503005027771,1.0180838542559667,6.11,5
367,Pasiphila rectangulata,11.512110778263636,1.5130176084438824,7.73,56
368,Pediasia aridella,8.728242794672648,0.9954337384715526,6.24,6
369,Pediasia contaminella,11.604324226379395,1.9291058194788817,6.78,25
370,Pediasia fascelinella,8.954735360494475,1.5310208951993989,5.13,82
371,Pelosia muscerda,9.403239821353418,0.9228592562576787,7.1,2674
372,Pempelia palumbella,10.275266775718102,1.8377246782785674,5.68,26
373,Pennithera firmata,11.035435031054048,1.9276805549666662,6.22,253
374,Perconia strigillaria,7.899071902036667,1.1056075081397887,5.14,16
375,Peribatodes rhomboidaria,10.574754083156586,1.439300356737903,6.98,80
376,Peribatodes secundaria,11.89589262008667,1.9864209566957856,6.93,16
377,Peridea anceps,9.68315845866536,1.69195404215947,5.45,86
378,Perinephela lancealis,8.149905329942703,1.9238263936068298,3.34,40
379,Perizoma affinitata,10.187492370605469,0.9643847544052765,7.78,3
380,Perizoma alchemillata,11.243951581928828,1.5927868001327017,7.26,73
381,Perizoma bifaciata,12.289190101623536,0.8416743506460568,10.19,10
382,Perizoma blandiata,9.147977643733402,1.2928599532153215,5.92,139
383,Perizoma didymata,7.724663734436035,0.0,7.72,1
384,Perizoma flavofasciata,10.147089004516602,0.0,10.15,1
385,Petrophora chlorosata,11.8424222946167,2.2645279715930697,6.18,50
386,Phalera bucephala,8.276318133066571,1.4771521575796327,4.58,315
387,Pharmacis fusconebulosa,4.311480522155762,0.0,4.31,1
388,Pheosia gnoma,10.756425930380578,0.9820133248615979,8.3,491
389,Pheosia tremula,9.901537475649587,1.0839735105993777,7.19,899
390,Phiaris schulziana,11.947431364724803,1.1777161705146488,9.0,43
391,Philedone gerningana,9.680615425109863,0.0,9.68,1
392,Philereme transversata,9.38838118314743,1.5598981422969895,5.49,8
393,Phlogophora meticulosa,6.71211576461792,0.0,6.71,1
394,Phlyctaenia perlucidalis,10.4184290766716,1.8959026661484895,5.68,16
395,Photedes minima,11.369323580937934,2.3419997962927726,5.51,287
396,Phragmatobia fuliginosa,9.288294228871663,1.4811488745766068,5.59,375
397,Phtheochroa inopiana,6.017174482345581,1.517998456954956,2.22,2
398,Phycita roborella,11.77359364016744,1.7975475260288978,7.28,149
399,Plagodis dolabraria,8.000191926956177,0.23309016227722168,7.42,2
400,Platytes alpinella,8.290326197942099,0.6296634438056475,6.72,6
401,Plemyria rubiginata,9.831496932289816,1.0123410799360102,7.3,11
402,Pleuroptya ruralis,8.541096078454132,1.2506871303949254,5.41,679
403,Pleurota bicostella,12.87304151058197,2.062681199764887,7.72,16
404,Plusia festucae,10.721028152265047,1.1306774566346023,7.89,95
405,Plusia putnami,9.084081473415845,1.1452925175898756,6.22,73
406,Poecilocampa populi,11.397251175000118,1.7968744033756667,6.91,208
407,Polia nebulosa,9.621079564094543,1.3891571634667406,6.15,4
408,Polymixis gemmea,10.311016468774705,1.4958706646091853,6.57,21
